Kode_Desa,years_flagged,n_years,persistence_score,priority_tier,Nama_Desa
1505082008,2,3,0.6667,Tier 1 – High Priority,Parit
1505082009,2,3,0.6667,Tier 1 – High Priority,Petaling Jaya
1505082013,2,3,0.6667,Tier 1 – High Priority,Mekar Jaya
1505082014,2,3,0.6667,Tier 1 – High Priority,Sido Mukti
1505082015,2,3,0.6667,Tier 1 – High Priority,Gambut Jaya
1505092001,2,3,0.6667,Tier 1 – High Priority,Talang Bukit
1503092004,2,3,0.6667,Tier 1 – High Priority,Payo Lebar
1503092006,2,3,0.6667,Tier 1 – High Priority,Perdamaian
1503092007,2,3,0.6667,Tier 1 – High Priority,Pasar Singkut
1503092009,2,3,0.6667,Tier 1 – High Priority,Simpang Nibung
1505072021,2,3,0.6667,Tier 1 – High Priority,Bukit Mas
1505072033,2,3,0.6667,Tier 1 – High Priority,Bakti Mulya
1505082003,2,3,0.6667,Tier 1 – High Priority,Talang Kerinci
1509072002,2,3,0.6667,Tier 1 – High Priority,Wanareja
1501092039,2,3,0.6667,Tier 1 – High Priority,Lindung Jaya
1501092047,2,3,0.6667,Tier 1 – High Priority,Sangir Tengah
1501112001,2,3,0.6667,Tier 1 – High Priority,Kemantan Tinggi
1501112002,2,3,0.6667,Tier 1 – High Priority,Kemantan Kebalai
1509052008,2,3,0.6667,Tier 1 – High Priority,Teriti
1509052009,2,3,0.6667,Tier 1 – High Priority,Suo-Suo
1509052011,2,3,0.6667,Tier 1 – High Priority,Semambu
1509052012,2,3,0.6667,Tier 1 – High Priority,Pemayungan
1509062001,2,3,0.6667,Tier 1 – High Priority,Tanjung Pucuk Jambi
1509062005,2,3,0.6667,Tier 1 – High Priority,Aur Cino
1501162019,2,3,0.6667,Tier 1 – High Priority,Koto Aro
1501162024,2,3,0.6667,Tier 1 – High Priority,Siulak Kecil Hilir
1501162028,2,3,0.6667,Tier 1 – High Priority,Telago Biru
1509042004,2,3,0.6667,Tier 1 – High Priority,Purwo Harjo
1509042006,2,3,0.6667,Tier 1 – High Priority,Tirta Kencana
1509052002,2,3,0.6667,Tier 1 – High Priority,Lembak Bungur
1509052003,2,3,0.6667,Tier 1 – High Priority,Teluk Langkap
1509052006,2,3,0.6667,Tier 1 – High Priority,Jati Belarik
1501162005,2,3,0.6667,Tier 1 – High Priority,Siulak Panjang
1501162009,2,3,0.6667,Tier 1 – High Priority,Lubuk Nagodang
1501162011,2,3,0.6667,Tier 1 – High Priority,Sungailebuh
1501162012,2,3,0.6667,Tier 1 – High Priority,Koto Kapeh
1501162013,2,3,0.6667,Tier 1 – High Priority,Koto Beringin
1501162014,2,3,0.6667,Tier 1 – High Priority,Dusun Baru
1501162015,2,3,0.6667,Tier 1 – High Priority,Dusun Dalam
1503052022,2,3,0.6667,Tier 1 – High Priority,Pelawan Jaya
1503062003,2,3,0.6667,Tier 1 – High Priority,Pemusiran
1503062006,2,3,0.6667,Tier 1 – High Priority,Gurun Tuo
1503052001,2,3,0.6667,Tier 1 – High Priority,Penegah
1503052004,2,3,0.6667,Tier 1 – High Priority,Bukit
1503052006,2,3,0.6667,Tier 1 – High Priority,Rantanu Tenang
1503052007,2,3,0.6667,Tier 1 – High Priority,Muara Danau
1503052019,2,3,0.6667,Tier 1 – High Priority,Mekarsari
1506012019,2,3,0.6667,Tier 1 – High Priority,Gemuruh
1506012020,2,3,0.6667,Tier 1 – High Priority,Pematang Tembesu
1506022003,2,3,0.6667,Tier 1 – High Priority,Tungkal I
1506022014,2,3,0.6667,Tier 1 – High Priority,Teluksialang
1506032008,2,3,0.6667,Tier 1 – High Priority,Mekar Jati
1505112006,2,3,0.6667,Tier 1 – High Priority,Dusun Mudo
1506012001,2,3,0.6667,Tier 1 – High Priority,Badang
1506012003,2,3,0.6667,Tier 1 – High Priority,Kuala Dasal
1506012004,2,3,0.6667,Tier 1 – High Priority,Pematang Pauh
1506052021,2,3,0.6667,Tier 1 – High Priority,Tanjungmakmur
1506062002,2,3,0.6667,Tier 1 – High Priority,Purwodadi
1506062004,2,3,0.6667,Tier 1 – High Priority,Adi Jaya
1506062010,2,3,0.6667,Tier 1 – High Priority,Delima
1506072002,2,3,0.6667,Tier 1 – High Priority,Sri Agung
1506072003,2,3,0.6667,Tier 1 – High Priority,Suban
1506042012,2,3,0.6667,Tier 1 – High Priority,Pematang Buluh
1506042015,2,3,0.6667,Tier 1 – High Priority,Bunga Tanjung
1506042016,2,3,0.6667,Tier 1 – High Priority,Sungaiterap
1506052012,2,3,0.6667,Tier 1 – High Priority,Tanjungbenanak
1506052018,2,3,0.6667,Tier 1 – High Priority,Pinang Gading
1506032012,2,3,0.6667,Tier 1 – High Priority,Sungaipampang
1506032015,2,3,0.6667,Tier 1 – High Priority,Parit Bilal
1506032016,2,3,0.6667,Tier 1 – High Priority,SuakSamin
1506032018,2,3,0.6667,Tier 1 – High Priority,Karya Maju
1503062008,2,3,0.6667,Tier 1 – High Priority,Mandainangin Tuo
1503062010,2,3,0.6667,Tier 1 – High Priority,Muaro Ketalo
1503062011,2,3,0.6667,Tier 1 – High Priority,Taman Dewa
1509032012,2,3,0.6667,Tier 1 – High Priority,Malako Intan
1509032018,2,3,0.6667,Tier 1 – High Priority,Ulak Banjir Rambahan
1501152001,2,3,0.6667,Tier 1 – High Priority,Sungairumpun
1501152004,2,3,0.6667,Tier 1 – High Priority,Pelompek
1501152005,2,3,0.6667,Tier 1 – High Priority,Jernih Jaya
1501162001,2,3,0.6667,Tier 1 – High Priority,Siulak Gedang
1509022008,2,3,0.6667,Tier 1 – High Priority,Tuo Ilir
1509022012,2,3,0.6667,Tier 1 – High Priority,Betung Bedarah Barat
1509032006,2,3,0.6667,Tier 1 – High Priority,Rantau langkap
1509032007,2,3,0.6667,Tier 1 – High Priority,Tanjung Aur
1509032009,2,3,0.6667,Tier 1 – High Priority,Pulau Panjang
1501172018,2,3,0.6667,Tier 1 – High Priority,Tebat Ijuk Dili
1501182002,2,3,0.6667,Tier 1 – High Priority,Mukai Tengah
1501182003,2,3,0.6667,Tier 1 – High Priority,Mukai Mudik
1509012009,2,3,0.6667,Tier 1 – High Priority,Pelayang
1509012011,2,3,0.6667,Tier 1 – High Priority,Aburan Batang Tebo
1509022004,2,3,0.6667,Tier 1 – High Priority,Teluk Rendah Ulu
1509022005,2,3,0.6667,Tier 1 – High Priority,Teluk Rendah Ilir
1501162035,2,3,0.6667,Tier 1 – High Priority,Plak Naneh
1501162036,2,3,0.6667,Tier 1 – High Priority,Padang Jantung
1501162039,2,3,0.6667,Tier 1 – High Priority,Demong Sakti
1501172001,2,3,0.6667,Tier 1 – High Priority,Belui
1501172010,2,3,0.6667,Tier 1 – High Priority,Sekungkung
1506102007,2,3,0.6667,Tier 1 – High Priority,Kuala Kahar
1506112002,2,3,0.6667,Tier 1 – High Priority,Bram Itam Kanan
1506112004,2,3,0.6667,Tier 1 – High Priority,Pembengis
1506112006,2,3,0.6667,Tier 1 – High Priority,Pantaigading
1506112009,2,3,0.6667,Tier 1 – High Priority,Mekar Tanjung
1506092007,2,3,0.6667,Tier 1 – High Priority,Lubuk Sebontan
1506092004,2,3,0.6667,Tier 1 – High Priority,Bukit Indah
1506092005,2,3,0.6667,Tier 1 – High Priority,Kemang Manis
1508152001,2,3,0.6667,Tier 1 – High Priority,Pelayang
1508162005,2,3,0.6667,Tier 1 – High Priority,Bukit Sari
1508172008,2,3,0.6667,Tier 1 – High Priority,Paku Aji
1509012003,2,3,0.6667,Tier 1 – High Priority,Bedaro Rampak
1509012006,2,3,0.6667,Tier 1 – High Priority,Tengah Ulu
1509012008,2,3,0.6667,Tier 1 – High Priority,Kandang
1502012009,2,3,0.6667,Tier 1 – High Priority,Lubuk Pungguk
1501182006,2,3,0.6667,Tier 1 – High Priority,Mukai Tinggi
1501182011,2,3,0.6667,Tier 1 – High Priority,Mukai Seberang
1501192006,2,3,0.6667,Tier 1 – High Priority,Sungailintang
1501192007,2,3,0.6667,Tier 1 – High Priority,Kebun Baru
1501192010,2,3,0.6667,Tier 1 – High Priority,Sungaikering
1501212008,2,3,0.6667,Tier 1 – High Priority,Koto Datuk
1501212009,2,3,0.6667,Tier 1 – High Priority,Koto Dua Baru
1501212011,2,3,0.6667,Tier 1 – High Priority,Kecil
1502012001,2,3,0.6667,Tier 1 – High Priority,Renah Kemumu
1502012002,2,3,0.6667,Tier 1 – High Priority,Tanjung Kasri
1502012003,2,3,0.6667,Tier 1 – High Priority,Lubuk Mentilin
1502012005,2,3,0.6667,Tier 1 – High Priority,Renah Alai
1502012008,2,3,0.6667,Tier 1 – High Priority,Pulau Tengah
1508132004,2,3,0.6667,Tier 1 – High Priority,Sungai Buluh
1508142007,2,3,0.6667,Tier 1 – High Priority,Aur Cino
1501202007,2,3,0.6667,Tier 1 – High Priority,Pondok
1501202008,2,3,0.6667,Tier 1 – High Priority,Muak
1501202010,2,3,0.6667,Tier 1 – High Priority,Pulaupandan
1501212007,2,3,0.6667,Tier 1 – High Priority,Koto Tengah
1503032006,2,3,0.6667,Tier 1 – High Priority,Sungai Abang
1503032014,2,3,0.6667,Tier 1 – High Priority,Ladang Panjang
1503032027,2,3,0.6667,Tier 1 – High Priority,Ujung Tanjung
1503042001,2,3,0.6667,Tier 1 – High Priority,Pangidaran
1503042004,2,3,0.6667,Tier 1 – High Priority,Batu Kucing
1503042008,2,3,0.6667,Tier 1 – High Priority,Pangkal Bulian
1503022016,2,3,0.6667,Tier 1 – High Priority,Moenti
1503022018,2,3,0.6667,Tier 1 – High Priority,Demang
1503022023,2,3,0.6667,Tier 1 – High Priority,Suka Damai
1503032002,2,3,0.6667,Tier 1 – High Priority,Bernai
1503032003,2,3,0.6667,Tier 1 – High Priority,Sungai Baung
1503032004,2,3,0.6667,Tier 1 – High Priority,Panti
1503032005,2,3,0.6667,Tier 1 – High Priority,Tinting
1506132003,2,3,0.6667,Tier 1 – High Priority,Telukketapang
1506132005,2,3,0.6667,Tier 1 – High Priority,Margo Rukun
1506132006,2,3,0.6667,Tier 1 – High Priority,Kempas Jaya
1503022012,2,3,0.6667,Tier 1 – High Priority,Berkun
1506122004,2,3,0.6667,Tier 1 – High Priority,Sungaigebar
1506122005,2,3,0.6667,Tier 1 – High Priority,Dataran Pinang
1506122006,2,3,0.6667,Tier 1 – High Priority,Tanjungpasir
1506122010,2,3,0.6667,Tier 1 – High Priority,Suak Labu
1503012003,2,3,0.6667,Tier 1 – High Priority,Muaro Air Dua
1503012007,2,3,0.6667,Tier 1 – High Priority,Rantau Panjang
1503012010,2,3,0.6667,Tier 1 – High Priority,Lubuk Bangkar
1507032003,2,3,0.6667,Tier 1 – High Priority,Mendahara Tengah
1507032015,2,3,0.6667,Tier 1 – High Priority,Sungai Tawar
1507032016,2,3,0.6667,Tier 1 – High Priority,Bakti Idaman
1507042004,2,3,0.6667,Tier 1 – High Priority,Rantau Rasau I
1507042005,2,3,0.6667,Tier 1 – High Priority,Rantau Rasau II
1502242004,2,3,0.6667,Tier 1 – High Priority,Baru Bukit Punjung
1503012001,2,3,0.6667,Tier 1 – High Priority,Tambak Ratu
1507012011,2,3,0.6667,Tier 1 – High Priority,Lambur I
1507022004,2,3,0.6667,Tier 1 – High Priority,Simpang Datuk
1507022005,2,3,0.6667,Tier 1 – High Priority,Teluk Kijing
1507022006,2,3,0.6667,Tier 1 – High Priority,Sungai Raya
1507022008,2,3,0.6667,Tier 1 – High Priority,Sungai Tering
1507022009,2,3,0.6667,Tier 1 – High Priority,Sungai Jeruk
1507032001,2,3,0.6667,Tier 1 – High Priority,Pangkal Duri
1503042009,2,3,0.6667,Tier 1 – High Priority,Lubuk Napal
1503042011,2,3,0.6667,Tier 1 – High Priority,Lamban Sigatal
1503042020,2,3,0.6667,Tier 1 – High Priority,Seko Besar
1507012004,2,3,0.6667,Tier 1 – High Priority,Simbur Naik
1502042011,2,3,0.6667,Tier 1 – High Priority,Durian Lecah
1502042015,2,3,0.6667,Tier 1 – High Priority,Bukit Batu
1502042016,2,3,0.6667,Tier 1 – High Priority,Sungai Nilau
1502042017,2,3,0.6667,Tier 1 – High Priority,Sungai Manau
1502042026,2,3,0.6667,Tier 1 – High Priority,Gelanggang
1508102001,2,3,0.6667,Tier 1 – High Priority,Tanjung Menanti
1508102005,2,3,0.6667,Tier 1 – High Priority,Suka Makmur
1502032010,2,3,0.6667,Tier 1 – High Priority,Peradu Temberas
1502032013,2,3,0.6667,Tier 1 – High Priority,Tiaro
1502032021,2,3,0.6667,Tier 1 – High Priority,Pulau Raman
1502032029,2,3,0.6667,Tier 1 – High Priority,Rantau Bayur
1502042007,2,3,0.6667,Tier 1 – High Priority,Sungai Pinang
1502042008,2,3,0.6667,Tier 1 – High Priority,Tiangko
1502082002,2,3,0.6667,Tier 1 – High Priority,Bungo Antoi
1502082003,2,3,0.6667,Tier 1 – High Priority,Muara Delang
1502082005,2,3,0.6667,Tier 1 – High Priority,Bungo Tanjung
1502082007,2,3,0.6667,Tier 1 – High Priority,Gading Jaya
1502032004,2,3,0.6667,Tier 1 – High Priority,Durian Rambun
1502032007,2,3,0.6667,Tier 1 – High Priority,Lubuk Birah
1502032008,2,3,0.6667,Tier 1 – High Priority,Lubuk Beringin
1502032009,2,3,0.6667,Tier 1 – High Priority,Rantau Macang
1502062013,2,3,0.6667,Tier 1 – High Priority,Pematang Kancil
1502062026,2,3,0.6667,Tier 1 – High Priority,Sungai Udang
1502062027,2,3,0.6667,Tier 1 – High Priority,Pelakar Jaya
1502072009,2,3,0.6667,Tier 1 – High Priority,Muara Jernih
1507092007,2,3,0.6667,Tier 1 – High Priority,Mencolok
1502202001,2,3,0.6667,Tier 1 – High Priority,Tambang Emas
1502202003,2,3,0.6667,Tier 1 – High Priority,Pulau Bayur
1502232001,2,3,0.6667,Tier 1 – High Priority,Muara Kibul
1502232003,2,3,0.6667,Tier 1 – High Priority,Pulau Tebakar
1502232004,2,3,0.6667,Tier 1 – High Priority,Batang Kibul
1507052004,2,3,0.6667,Tier 1 – High Priority,Sunga Iitik
1507052006,2,3,0.6667,Tier 1 – High Priority,Sungai Benuh
1507052007,2,3,0.6667,Tier 1 – High Priority,Sungai Cemara
1507052009,2,3,0.6667,Tier 1 – High Priority,Labuhan Pering
1507062009,2,3,0.6667,Tier 1 – High Priority,Jati Mulyo
1507082005,2,3,0.6667,Tier 1 – High Priority,Majelis Hidayah
1507092004,2,3,0.6667,Tier 1 – High Priority,Bukit Tempurung
1503022009,2,3,0.6667,Tier 1 – High Priority,Lubuk Bedorong
1507042007,2,3,0.6667,Tier 1 – High Priority,Harapan Makmur
1507042014,2,3,0.6667,Tier 1 – High Priority,Marga Mulya
1503012014,2,3,0.6667,Tier 1 – High Priority,Bukit Kalimau Ulu
1503012016,2,3,0.6667,Tier 1 – High Priority,Muara Cuban
1502172006,2,3,0.6667,Tier 1 – High Priority,Sungai Jering
1502172007,2,3,0.6667,Tier 1 – High Priority,Kampung Limo
1502172008,2,3,0.6667,Tier 1 – High Priority,Tanjung Mudo
1502182002,2,3,0.6667,Tier 1 – High Priority,Koto Teguh
1502182003,2,3,0.6667,Tier 1 – High Priority,Baru
1502182005,2,3,0.6667,Tier 1 – High Priority,Beringin Tinggi
1508042001,2,3,0.6667,Tier 1 – High Priority,Tanjung Belit
1502162007,2,3,0.6667,Tier 1 – High Priority,Markeh
1502162010,2,3,0.6667,Tier 1 – High Priority,Renah Medan
1502162012,2,3,0.6667,Tier 1 – High Priority,Muaro Panco Timur
1502172004,2,3,0.6667,Tier 1 – High Priority,Tiga Alur
1507112002,2,3,0.6667,Tier 1 – High Priority,Rantau Rasau Desa
1507112004,2,3,0.6667,Tier 1 – High Priority,Sungai Rambut
1507112005,2,3,0.6667,Tier 1 – High Priority,Rawasari
1508012007,2,3,0.6667,Tier 1 – High Priority,Bukit Kemang
1508022002,2,3,0.6667,Tier 1 – High Priority,Talang Sungai Bungo
1508022003,2,3,0.6667,Tier 1 – High Priority,Rantau Pandan
1508022004,2,3,0.6667,Tier 1 – High Priority,Leban
1508022015,2,3,0.6667,Tier 1 – High Priority,Lubuk Mayan
1502232014,2,3,0.6667,Tier 1 – High Priority,Air Liki Baru
1507102001,2,3,0.6667,Tier 1 – High Priority,Lagan Ulu
1507102002,2,3,0.6667,Tier 1 – High Priority,Lagan Tengah
1507102007,2,3,0.6667,Tier 1 – High Priority,Kota Baru
1502052007,2,3,0.6667,Tier 1 – High Priority,Kandang
1502052008,2,3,0.6667,Tier 1 – High Priority,Koto Rayo
1502052011,2,3,0.6667,Tier 1 – High Priority,Tanjung  Ilir
1502052014,2,3,0.6667,Tier 1 – High Priority,Beluran Panjang
1502052015,2,3,0.6667,Tier 1 – High Priority,Seling
1502052035,2,3,0.6667,Tier 1 – High Priority,Lubuk Napal
1502062004,2,3,0.6667,Tier 1 – High Priority,Jelatang
1502062005,2,3,0.6667,Tier 1 – High Priority,Tanjung Gedang
1508082003,2,3,0.6667,Tier 1 – High Priority,Tebat
1508082004,2,3,0.6667,Tier 1 – High Priority,Baru Pusat Jalo
1508082005,2,3,0.6667,Tier 1 – High Priority,Bedaro
1508082007,2,3,0.6667,Tier 1 – High Priority,Datar
1508082008,2,3,0.6667,Tier 1 – High Priority,Suka Jaya
1508092003,2,3,0.6667,Tier 1 – High Priority,Muara Kuamang
1508092005,2,3,0.6667,Tier 1 – High Priority,Purwosari
1502102002,2,3,0.6667,Tier 1 – High Priority,Biuku Tanjung
1508072007,2,3,0.6667,Tier 1 – High Priority,Rantau Tipu
1508072010,2,3,0.6667,Tier 1 – High Priority,Pemunyian
1508072012,2,3,0.6667,Tier 1 – High Priority,Tebo Jaya
1508072013,2,3,0.6667,Tier 1 – High Priority,Sekar Mengkuang
1508072014,2,3,0.6667,Tier 1 – High Priority,Limbur Baru
1502092002,2,3,0.6667,Tier 1 – High Priority,Tanjung Berugo
1502092005,2,3,0.6667,Tier 1 – High Priority,Rancan
1502092007,2,3,0.6667,Tier 1 – High Priority,Rantau Jering
1502092010,2,3,0.6667,Tier 1 – High Priority,Sungai Lalang
1502092012,2,3,0.6667,Tier 1 – High Priority,Muara Kelukup
1502092013,2,3,0.6667,Tier 1 – High Priority,Muaro Lengayo
1502092015,2,3,0.6667,Tier 1 – High Priority,Durian Mukut
1508042009,2,3,0.6667,Tier 1 – High Priority,Rantau Panjang
1508052015,2,3,0.6667,Tier 1 – High Priority,Telentam
1508062004,2,3,0.6667,Tier 1 – High Priority,Balai Jaya
1508062012,2,3,0.6667,Tier 1 – High Priority,Mulya Jaya
1508062014,2,3,0.6667,Tier 1 – High Priority,Bukit Telago
1502082008,2,3,0.6667,Tier 1 – High Priority,Mekar Jaya
1502142005,2,3,0.6667,Tier 1 – High Priority,Kota Raja
1502142007,2,3,0.6667,Tier 1 – High Priority,Mekar Limau Manis
1502152003,2,3,0.6667,Tier 1 – High Priority,Sri Sembilan
1502152004,2,3,0.6667,Tier 1 – High Priority,Bukit Subur
1502162003,2,3,0.6667,Tier 1 – High Priority,Durian Batakuk
1502162004,2,3,0.6667,Tier 1 – High Priority,Muara Bantan
1502162006,2,3,0.6667,Tier 1 – High Priority,Guguk
1508042007,2,3,0.6667,Tier 1 – High Priority,Jumbak
1502122009,2,3,0.6667,Tier 1 – High Priority,Pelangki
1502122010,2,3,0.6667,Tier 1 – High Priority,Pulau Layang
1502132003,2,3,0.6667,Tier 1 – High Priority,Karang Anyar
1502132005,2,3,0.6667,Tier 1 – High Priority,Simpang L. Merangin
1502132007,2,3,0.6667,Tier 1 – High Priority,Papit
1502142001,2,3,0.6667,Tier 1 – High Priority,Rantau Limau Manis
1502182006,2,3,0.6667,Tier 1 – High Priority,Pematang Pauh
1502182010,2,3,0.6667,Tier 1 – High Priority,Koto Baru
1502182015,2,3,0.6667,Tier 1 – High Priority,Simpang Talang Tembago
1502192004,2,3,0.6667,Tier 1 – High Priority,Lantak Seribu
1502122007,2,3,0.6667,Tier 1 – High Priority,Rantau Alai
1502122008,2,3,0.6667,Tier 1 – High Priority,Tambang Besi
1509122005,2,3,0.6667,Tier 1 – High Priority,Tambun Arang
1509122008,2,3,0.6667,Tier 1 – High Priority,Olak Kemang
1572012004,2,3,0.6667,Tier 1 – High Priority,Pasar Baru
1572022008,2,3,0.6667,Tier 1 – High Priority,Koto Duo
1572032004,2,3,0.6667,Tier 1 – High Priority,Tanjung
1501052013,2,3,0.6667,Tier 1 – High Priority,Pasar Semurup
1501062017,2,3,0.6667,Tier 1 – High Priority,Sungaigelampeh
1501062019,2,3,0.6667,Tier 1 – High Priority,Siulak Tenang
1501072006,2,3,0.6667,Tier 1 – High Priority,Lubuk Paku
1501072007,2,3,0.6667,Tier 1 – High Priority,Tamiai
1501072009,2,3,0.6667,Tier 1 – High Priority,Pasar Tamiai
1501092024,2,3,0.6667,Tier 1 – High Priority,Bedeng Baru
1501092025,2,3,0.6667,Tier 1 – High Priority,Batang Sangir
1501092030,2,3,0.6667,Tier 1 – High Priority,Sungaidalam
1501052024,2,3,0.6667,Tier 1 – High Priority,Muara Semerah
1501062011,2,3,0.6667,Tier 1 – High Priority,Sungaibatu Gantih
1501062013,2,3,0.6667,Tier 1 – High Priority,Simpang Tutup
1501082022,2,3,0.6667,Tier 1 – High Priority,Pulautengah
1501082025,2,3,0.6667,Tier 1 – High Priority,Jembatan Merah Pulau Tengah
1501082028,2,3,0.6667,Tier 1 – High Priority,Pancuran Bangko
1501092010,2,3,0.6667,Tier 1 – High Priority,Koto Tuo
1501092011,2,3,0.6667,Tier 1 – High Priority,Sungaitanduk
1501092012,2,3,0.6667,Tier 1 – High Priority,Kersik Tuo
1501092013,2,3,0.6667,Tier 1 – High Priority,Sangir
1501092022,2,3,0.6667,Tier 1 – High Priority,Sungaisampun
1504072006,2,3,0.6667,Tier 1 – High Priority,Petajen
1504082003,2,3,0.6667,Tier 1 – High Priority,Kehidupan Baru
1504082006,2,3,0.6667,Tier 1 – High Priority,Terusan
1505012002,2,3,0.6667,Tier 1 – High Priority,Sungai Bertam
1505012006,2,3,0.6667,Tier 1 – High Priority,Sungai Duren
1504022005,2,3,0.6667,Tier 1 – High Priority,Rambutan Masam
1504022011,2,3,0.6667,Tier 1 – High Priority,Suka Ramai
1504022012,2,3,0.6667,Tier 1 – High Priority,Ampelu Mudo
1572072004,2,3,0.6667,Tier 1 – High Priority,Dujung Sakti
1501022002,2,3,0.6667,Tier 1 – High Priority,Kota Baru Sanggaran Agung
1504042007,2,3,0.6667,Tier 1 – High Priority,Mata Gual
1504042008,2,3,0.6667,Tier 1 – High Priority,Jangga
1504042014,2,3,0.6667,Tier 1 – High Priority,Terentang Baru
1504052014,2,3,0.6667,Tier 1 – High Priority,Kaos
1572052004,2,3,0.6667,Tier 1 – High Priority,Sandaran Galeh
1572052005,2,3,0.6667,Tier 1 – High Priority,Debai
1572052006,2,3,0.6667,Tier 1 – High Priority,Pinggir Air
1572052008,2,3,0.6667,Tier 1 – High Priority,Ulu Air
1572062005,2,3,0.6667,Tier 1 – High Priority,Lawang Agung
1572072003,2,3,0.6667,Tier 1 – High Priority,Kampung Tengah
1501052015,2,3,0.6667,Tier 1 – High Priority,Koto Majidin Hilir
1572042005,2,3,0.6667,Tier 1 – High Priority,Sembilan
1572042006,2,3,0.6667,Tier 1 – High Priority,Koto Tuo
1572042007,2,3,0.6667,Tier 1 – High Priority,Koto Panap
1572042009,2,3,0.6667,Tier 1 – High Priority,Tanjung Bunga
1572042013,2,3,0.6667,Tier 1 – High Priority,Mekar Jaya
1572052001,2,3,0.6667,Tier 1 – High Priority,Kumun Hilir
1503082010,1,2,0.5,Tier 2 – Moderate,Pulaubuayo
1509072005,1,2,0.5,Tier 2 – Moderate,Sungai Pandan
1572052002,1,3,0.3333,Tier 2 – Moderate,Kumun Mudik
1504062008,1,3,0.3333,Tier 2 – Moderate,Tebing Tinggi
1501052022,1,3,0.3333,Tier 2 – Moderate,Air Tenang
1572052003,1,3,0.3333,Tier 2 – Moderate,Air Teluh
1572062003,1,3,0.3333,Tier 2 – Moderate,Pondok Agung
1572032006,1,3,0.3333,Tier 2 – Moderate,Kampung Dalam
1501062016,1,3,0.3333,Tier 2 – Moderate,Danautinggi
1501072008,1,3,0.3333,Tier 2 – Moderate,Pematang Lingkung
1501072010,1,3,0.3333,Tier 2 – Moderate,Seberang Merangin
1502182014,1,3,0.3333,Tier 2 – Moderate,Kabu
1502182008,1,3,0.3333,Tier 2 – Moderate,Gedang
1501062014,1,3,0.3333,Tier 2 – Moderate,Suko Pangkat
1501062015,1,3,0.3333,Tier 2 – Moderate,Sungaibetung Mudik
1502232007,1,3,0.3333,Tier 2 – Moderate,Ngaol
1508062013,1,3,0.3333,Tier 2 – Moderate,Cilodang
1502092001,1,3,0.3333,Tier 2 – Moderate,Nilo Dingin
1502092009,1,3,0.3333,Tier 2 – Moderate,Muaro Pangi
1502122001,1,3,0.3333,Tier 2 – Moderate,Lubuk Gaung
1502122002,1,3,0.3333,Tier 2 – Moderate,Salam Buku
1508082001,1,3,0.3333,Tier 2 – Moderate,Mangun Jayo
1502232005,1,3,0.3333,Tier 2 – Moderate,Sungai Tabir
1502172001,1,3,0.3333,Tier 2 – Moderate,Baru Pangkalan Jambu
1502232008,1,3,0.3333,Tier 2 – Moderate,Air Liki
1502232010,1,3,0.3333,Tier 2 – Moderate,Muara Langeh
1502162011,1,3,0.3333,Tier 2 – Moderate,Simpang Parit
1502182001,1,3,0.3333,Tier 2 – Moderate,Tanjung Mudo
1502172005,1,3,0.3333,Tier 2 – Moderate,Bungo Tanjung
1502132004,1,3,0.3333,Tier 2 – Moderate,Pinang Merah
1502142004,1,3,0.3333,Tier 2 – Moderate,Rejo Sari
1506132010,1,3,0.3333,Tier 2 – Moderate,Sungaikepayang
1507012015,1,3,0.3333,Tier 2 – Moderate,Siau Dalam
1503012021,1,3,0.3333,Tier 2 – Moderate,Bukit Berantai
1503012022,1,3,0.3333,Tier 2 – Moderate,Bukit Sulah
1503022006,1,3,0.3333,Tier 2 – Moderate,Temenggung
1503012023,1,3,0.3333,Tier 2 – Moderate,Paniban Baru
1507052003,1,3,0.3333,Tier 2 – Moderate,Sungai Jambat
1507042015,1,3,0.3333,Tier 2 – Moderate,Pematang Mayan
1502062010,1,3,0.3333,Tier 2 – Moderate,Muara Belengo
1502062012,1,3,0.3333,Tier 2 – Moderate,Pauh Menang
1502212005,1,3,0.3333,Tier 2 – Moderate,Lubuk Bumbun
1507092005,1,3,0.3333,Tier 2 – Moderate,Sinar Wajo
1502032017,1,3,0.3333,Tier 2 – Moderate,Rantau Bidaro
1502032012,1,3,0.3333,Tier 2 – Moderate,Muara Siau
1502072013,1,3,0.3333,Tier 2 – Moderate,Medan Baru
1502072011,1,3,0.3333,Tier 2 – Moderate,Pulau Aro
1503012006,1,3,0.3333,Tier 2 – Moderate,Batu Empang
1503012008,1,3,0.3333,Tier 2 – Moderate,P. Salak Baru
1507032014,1,3,0.3333,Tier 2 – Moderate,Sinar Kalimantan
1503012005,1,3,0.3333,Tier 2 – Moderate,Batin Pengambang
1502042025,1,3,0.3333,Tier 2 – Moderate,Benteng
1503042010,1,3,0.3333,Tier 2 – Moderate,Sepintun
1503042021,1,3,0.3333,Tier 2 – Moderate,Taman Bandung
1506132007,1,3,0.3333,Tier 2 – Moderate,Lumahan
1503012011,1,3,0.3333,Tier 2 – Moderate,Pekan Gedang
1503012012,1,3,0.3333,Tier 2 – Moderate,Raden Anom
1503042007,1,3,0.3333,Tier 2 – Moderate,Kasang Melintang
1503022013,1,3,0.3333,Tier 2 – Moderate,Mersip
1506122007,1,3,0.3333,Tier 2 – Moderate,Sungaigebar Barat
1506122003,1,3,0.3333,Tier 2 – Moderate,Betara Kanan
